timestamp,signal,win,pnl,capital,regime_vol,regime_trend
2025-10-21 08:00:00,YES,True,0.98,2562.6200000004433,Medium,Strong
2025-10-21 08:15:00,YES,False,-1.02,2561.6000000004433,Medium,Strong
2025-10-21 08:45:00,YES,True,0.98,2562.5800000004433,Medium,Strong
2025-10-21 09:00:00,YES,False,-1.02,2561.5600000004433,Medium,Strong
2025-10-21 09:15:00,YES,False,-1.02,2560.5400000004433,Medium,Strong
2025-10-21 09:45:00,YES,True,0.98,2561.5200000004434,Low,Strong
2025-10-21 10:00:00,YES,False,-1.02,2560.5000000004434,Low,Strong
2025-10-21 10:15:00,YES,True,0.98,2561.4800000004434,Low,Strong
2025-10-21 10:45:00,NO,True,0.98,2562.4600000004434,Medium,Strong
2025-10-21 11:45:00,NO,True,0.98,2563.4400000004434,Medium,Strong
2025-10-21 12:15:00,NO,False,-1.02,2562.4200000004435,Medium,Strong
2025-10-21 12:45:00,NO,True,0.98,2563.4000000004435,Medium,Strong
2025-10-21 19:00:00,NO,True,0.98,2564.3800000004435,Medium,Strong
2025-10-21 20:15:00,YES,True,0.98,2565.3600000004435,Medium,Medium
2025-10-21 20:45:00,YES,True,0.98,2566.3400000004435,Medium,Medium
2025-10-21 21:15:00,YES,True,0.98,2567.3200000004435,Medium,Strong
2025-10-21 22:00:00,YES,False,-1.02,2566.3000000004436,Medium,Strong
2025-10-21 22:15:00,YES,False,-1.02,2565.2800000004436,Medium,Strong
2025-10-22 00:45:00,YES,True,0.98,2566.2600000004436,Medium,Strong
2025-10-22 01:00:00,YES,False,-1.02,2565.2400000004436,Medium,Strong
2025-10-22 01:15:00,YES,True,0.98,2566.2200000004436,Medium,Strong
2025-10-22 01:45:00,YES,True,0.98,2567.2000000004437,Medium,Strong
2025-10-22 02:00:00,YES,False,-1.02,2566.1800000004437,Medium,Strong
2025-10-22 02:15:00,YES,False,-1.02,2565.1600000004437,Medium,Strong
2025-10-22 02:45:00,YES,False,-1.02,2564.1400000004437,Low,Strong
2025-10-22 03:00:00,YES,True,0.98,2565.1200000004437,Low,Strong
2025-10-22 03:15:00,YES,False,-1.02,2564.1000000004437,Low,Strong
2025-10-22 03:45:00,YES,True,0.98,2565.0800000004438,Low,Strong
2025-10-22 04:15:00,YES,True,0.98,2566.060000000444,Low,Strong
2025-10-22 05:00:00,YES,False,-1.02,2565.040000000444,Low,Strong
2025-10-22 05:15:00,YES,False,-1.02,2564.020000000444,Low,Strong
2025-10-22 05:45:00,YES,False,-1.02,2563.000000000444,Low,Strong
2025-10-22 06:00:00,YES,True,0.98,2563.980000000444,Low,Strong
2025-10-22 06:45:00,YES,False,-1.02,2562.960000000444,Low,Strong
